CustomerID,JoinDate,Email
201,2024-10-17 06:02:42.975377,user201@example.com
202,2025-07-25 06:02:42.975377,user202@example.com
203,2024-12-04 06:02:42.975377,user203@example.com
204,2024-07-13 06:02:42.975377,user204@example.com
205,2024-03-22 06:02:42.975377,user205@example.com
206,2024-04-22 06:02:42.975377,user206@example.com
207,2025-07-12 06:02:42.975377,user207@example.com
208,2025-01-29 06:02:42.975377,user208@example.com
209,2025-03-30 06:02:42.975377,user209@example.com
210,2025-12-18 06:02:42.975377,user210@example.com
211,2026-02-24 06:02:42.975377,user211@example.com
212,2024-08-09 06:02:42.975377,user212@example.com
213,2025-07-01 06:02:42.975377,user213@example.com
214,2024-09-12 06:02:42.975377,user214@example.com
215,2024-03-19 06:02:42.975377,user215@example.com
216,2025-09-08 06:02:42.975377,user216@example.com
217,2024-10-23 06:02:42.975377,user217@example.com
218,2024-12-08 06:02:42.975377,user218@example.com
219,2025-05-07 06:02:42.975377,user219@example.com
220,2025-10-31 06:02:42.975377,user220@example.com
221,2025-06-06 06:02:42.975377,user221@example.com
222,2025-12-01 06:02:42.975377,user222@example.com
223,2024-09-19 06:02:42.975377,user223@example.com
224,2025-10-07 06:02:42.975377,user224@example.com
225,2024-07-17 06:02:42.975377,user225@example.com
226,2026-01-28 06:02:42.975377,user226@example.com
227,2025-07-18 06:02:42.975377,user227@example.com
228,2024-08-08 06:02:42.975377,user228@example.com
229,2026-01-24 06:02:42.975377,user229@example.com
230,2025-08-19 06:02:42.975377,user230@example.com
231,2024-09-05 06:02:42.975377,user231@example.com
232,2024-08-06 06:02:42.975377,user232@example.com
233,2025-03-17 06:02:42.975377,user233@example.com
234,2024-03-22 06:02:42.975377,user234@example.com
235,2024-08-02 06:02:42.975377,user235@example.com
236,2025-01-08 06:02:42.975377,user236@example.com
237,2024-12-02 06:02:42.975377,user237@example.com
238,2025-02-05 06:02:42.975377,user238@example.com
239,2024-09-22 06:02:42.975377,user239@example.com
240,2025-05-06 06:02:42.975377,user240@example.com
241,2025-11-24 06:02:42.975377,user241@example.com
242,2024-05-28 06:02:42.975377,user242@example.com
243,2025-03-16 06:02:42.975377,user243@example.com
244,2024-06-08 06:02:42.975377,user244@example.com
245,2025-08-09 06:02:42.975377,user245@example.com
246,2024-12-18 06:02:42.975377,user246@example.com
247,2025-04-20 06:02:42.975377,user247@example.com
248,2024-07-15 06:02:42.975377,user248@example.com
249,2024-06-17 06:02:42.975377,user249@example.com
250,2025-02-23 06:02:42.975377,user250@example.com
251,2024-11-18 06:02:42.975377,user251@example.com
252,2026-01-19 06:02:42.975377,user252@example.com
253,2025-09-13 06:02:42.975377,user253@example.com
254,2025-09-01 06:02:42.975377,user254@example.com
255,2025-12-23 06:02:42.975377,user255@example.com
256,2024-05-03 06:02:42.975377,user256@example.com
257,2025-04-11 06:02:42.975377,user257@example.com
258,2025-05-04 06:02:42.975377,user258@example.com
259,2026-02-04 06:02:42.975377,user259@example.com
260,2024-10-03 06:02:42.975377,user260@example.com
261,2024-08-26 06:02:42.975377,user261@example.com
262,2024-05-16 06:02:42.975377,user262@example.com
263,2024-03-15 06:02:42.975377,user263@example.com
264,2026-01-11 06:02:42.975377,user264@example.com
265,2025-07-06 06:02:42.975377,user265@example.com
266,2025-09-28 06:02:42.975377,user266@example.com
267,2024-09-25 06:02:42.975377,user267@example.com
268,2025-05-06 06:02:42.975377,user268@example.com
269,2024-04-19 06:02:42.975377,user269@example.com
270,2025-02-21 06:02:42.975377,user270@example.com
271,2026-02-15 06:02:42.975377,user271@example.com
272,2025-12-03 06:02:42.975377,user272@example.com
273,2024-11-05 06:02:42.975377,user273@example.com
274,2026-02-03 06:02:42.975377,user274@example.com
275,2024-08-20 06:02:42.975377,user275@example.com
276,2026-01-26 06:02:42.975377,user276@example.com
277,2026-01-20 06:02:42.975377,user277@example.com
278,2025-10-08 06:02:42.975377,user278@example.com
279,2025-06-07 06:02:42.975377,user279@example.com
280,2025-12-02 06:02:42.975377,user280@example.com
281,2024-10-03 06:02:42.975377,user281@example.com
282,2025-11-13 06:02:42.975377,user282@example.com
283,2025-05-29 06:02:42.975377,user283@example.com
284,2024-03-13 06:02:42.975377,user284@example.com
285,2024-11-12 06:02:42.975377,user285@example.com
286,2024-06-20 06:02:42.975377,user286@example.com
287,2026-02-18 06:02:42.975377,user287@example.com
288,2025-02-16 06:02:42.975377,user288@example.com
289,2025-03-02 06:02:42.975377,user289@example.com
290,2025-06-13 06:02:42.975377,user290@example.com
291,2024-11-28 06:02:42.975377,user291@example.com
292,2024-06-11 06:02:42.975377,user292@example.com
293,2025-10-25 06:02:42.975377,user293@example.com
294,2024-07-20 06:02:42.975377,user294@example.com
295,2025-03-12 06:02:42.975377,user295@example.com
296,2024-08-14 06:02:42.975377,user296@example.com
297,2024-05-14 06:02:42.975377,user297@example.com
298,2025-11-23 06:02:42.975377,user298@example.com
299,2026-02-12 06:02:42.975377,user299@example.com
300,2026-02-03 06:02:42.975377,user300@example.com
301,2025-12-25 06:02:42.975377,user301@example.com
302,2025-09-20 06:02:42.975377,user302@example.com
303,2024-11-02 06:02:42.975377,user303@example.com
304,2024-05-02 06:02:42.975377,user304@example.com
305,2024-12-26 06:02:42.975377,user305@example.com
306,2024-08-20 06:02:42.975377,user306@example.com
307,2024-06-08 06:02:42.975377,user307@example.com
308,2024-04-12 06:02:42.975377,user308@example.com
309,2025-08-15 06:02:42.975377,user309@example.com
310,2024-03-12 06:02:42.975377,user310@example.com
311,2025-09-17 06:02:42.975377,user311@example.com
312,2024-06-19 06:02:42.975377,user312@example.com
313,2024-05-01 06:02:42.975377,user313@example.com
314,2024-05-08 06:02:42.975377,user314@example.com
315,2025-07-07 06:02:42.975377,user315@example.com
316,2024-08-30 06:02:42.975377,user316@example.com
317,2025-01-04 06:02:42.975377,user317@example.com
318,2025-04-14 06:02:42.975377,user318@example.com
319,2025-11-22 06:02:42.975377,user319@example.com
320,2025-08-16 06:02:42.975377,user320@example.com
321,2024-09-17 06:02:42.975377,user321@example.com
322,2024-06-07 06:02:42.975377,user322@example.com
323,2024-04-13 06:02:42.975377,user323@example.com
324,2024-10-10 06:02:42.975377,user324@example.com
325,2024-09-11 06:02:42.975377,user325@example.com
326,2025-01-30 06:02:42.975377,user326@example.com
327,2025-07-15 06:02:42.975377,user327@example.com
328,2025-07-24 06:02:42.975377,user328@example.com
329,2024-09-26 06:02:42.975377,user329@example.com
330,2024-12-06 06:02:42.975377,user330@example.com
331,2024-07-14 06:02:42.975377,user331@example.com
332,2025-09-30 06:02:42.975377,user332@example.com
333,2024-04-14 06:02:42.975377,user333@example.com
334,2025-07-25 06:02:42.975377,user334@example.com
335,2025-09-23 06:02:42.975377,user335@example.com
336,2025-09-22 06:02:42.975377,user336@example.com
337,2024-09-09 06:02:42.975377,user337@example.com
338,2024-12-01 06:02:42.975377,user338@example.com
339,2025-05-06 06:02:42.975377,user339@example.com
340,2024-09-19 06:02:42.975377,user340@example.com
341,2024-11-29 06:02:42.975377,user341@example.com
342,2024-07-25 06:02:42.975377,user342@example.com
343,2025-02-02 06:02:42.975377,user343@example.com
344,2024-04-05 06:02:42.975377,user344@example.com
345,2025-10-08 06:02:42.975377,user345@example.com
346,2024-04-29 06:02:42.975377,user346@example.com
347,2025-03-17 06:02:42.975377,user347@example.com
348,2024-10-13 06:02:42.975377,user348@example.com
349,2025-04-29 06:02:42.975377,user349@example.com
350,2026-02-02 06:02:42.975377,user350@example.com
351,2025-06-18 06:02:42.975377,user351@example.com
352,2024-03-29 06:02:42.975377,user352@example.com
353,2025-01-12 06:02:42.975377,user353@example.com
354,2025-03-11 06:02:42.975377,user354@example.com
355,2025-03-30 06:02:42.975377,user355@example.com
356,2025-07-14 06:02:42.975377,user356@example.com
357,2024-09-22 06:02:42.975377,user357@example.com
358,2024-06-06 06:02:42.975377,user358@example.com
359,2024-12-15 06:02:42.975377,user359@example.com
360,2026-01-31 06:02:42.975377,user360@example.com
361,2024-07-18 06:02:42.975377,user361@example.com
362,2025-12-23 06:02:42.975377,user362@example.com
363,2025-04-04 06:02:42.975377,user363@example.com
364,2025-01-31 06:02:42.975377,user364@example.com
365,2025-12-07 06:02:42.975377,user365@example.com
366,2025-02-01 06:02:42.975377,user366@example.com
367,2025-08-14 06:02:42.975377,user367@example.com
368,2024-12-20 06:02:42.975377,user368@example.com
369,2025-12-23 06:02:42.975377,user369@example.com
370,2025-07-20 06:02:42.975377,user370@example.com
371,2025-07-27 06:02:42.975377,user371@example.com
372,2024-10-29 06:02:42.975377,user372@example.com
373,2025-09-07 06:02:42.975377,user373@example.com
374,2025-06-11 06:02:42.975377,user374@example.com
375,2024-08-26 06:02:42.975377,user375@example.com
376,2024-06-29 06:02:42.975377,user376@example.com
377,2025-10-06 06:02:42.975377,user377@example.com
378,2026-02-02 06:02:42.975377,user378@example.com
379,2025-02-01 06:02:42.975377,user379@example.com
380,2025-05-09 06:02:42.975377,user380@example.com
381,2025-11-20 06:02:42.975377,user381@example.com
382,2025-01-31 06:02:42.975377,user382@example.com
383,2026-01-27 06:02:42.975377,user383@example.com
384,2025-04-28 06:02:42.975377,user384@example.com
385,2025-10-24 06:02:42.975377,user385@example.com
386,2025-12-27 06:02:42.975377,user386@example.com
387,2025-10-20 06:02:42.975377,user387@example.com
388,2024-06-28 06:02:42.975377,user388@example.com
389,2025-06-06 06:02:42.975377,user389@example.com
390,2024-12-19 06:02:42.975377,user390@example.com
391,2024-04-18 06:02:42.975377,user391@example.com
392,2025-01-07 06:02:42.975377,user392@example.com
393,2024-09-08 06:02:42.975377,user393@example.com
394,2025-11-13 06:02:42.975377,user394@example.com
395,2024-03-28 06:02:42.975377,user395@example.com
396,2026-02-02 06:02:42.975377,user396@example.com
397,2024-11-18 06:02:42.975377,user397@example.com
398,2024-11-19 06:02:42.975377,user398@example.com
399,2024-03-15 06:02:42.975377,user399@example.com
400,2024-07-17 06:02:42.975377,user400@example.com
401,2024-12-21 06:02:42.975377,user401@example.com
402,2026-01-11 06:02:42.975377,user402@example.com
403,2024-05-15 06:02:42.975377,user403@example.com
404,2026-01-23 06:02:42.975377,user404@example.com
405,2025-11-28 06:02:42.975377,user405@example.com
406,2025-01-29 06:02:42.975377,user406@example.com
407,2024-10-28 06:02:42.975377,user407@example.com
408,2024-08-20 06:02:42.975377,user408@example.com
409,2025-05-26 06:02:42.975377,user409@example.com
410,2024-03-28 06:02:42.975377,user410@example.com
411,2024-03-15 06:02:42.975377,user411@example.com
412,2025-01-11 06:02:42.975377,user412@example.com
413,2024-04-22 06:02:42.975377,user413@example.com
414,2024-09-03 06:02:42.975377,user414@example.com
415,2024-08-12 06:02:42.975377,user415@example.com
416,2024-09-04 06:02:42.975377,user416@example.com
417,2024-06-07 06:02:42.975377,user417@example.com
418,2024-03-12 06:02:42.975377,user418@example.com
419,2024-05-27 06:02:42.975377,user419@example.com
420,2025-05-29 06:02:42.975377,user420@example.com
421,2026-02-13 06:02:42.975377,user421@example.com
422,2026-02-24 06:02:42.975377,user422@example.com
423,2024-12-27 06:02:42.975377,user423@example.com
424,2024-06-30 06:02:42.975377,user424@example.com
425,2025-06-13 06:02:42.975377,user425@example.com
426,2025-02-24 06:02:42.975377,user426@example.com
427,2026-02-24 06:02:42.975377,user427@example.com
428,2024-04-20 06:02:42.975377,user428@example.com
429,2025-09-26 06:02:42.975377,user429@example.com
430,2024-09-30 06:02:42.975377,user430@example.com
431,2024-08-27 06:02:42.975377,user431@example.com
432,2025-06-30 06:02:42.975377,user432@example.com
433,2024-08-30 06:02:42.975377,user433@example.com
434,2025-07-03 06:02:42.975377,user434@example.com
435,2025-03-16 06:02:42.975377,user435@example.com
436,2025-01-07 06:02:42.975377,user436@example.com
437,2025-04-12 06:02:42.975377,user437@example.com
438,2024-09-29 06:02:42.975377,user438@example.com
439,2025-08-01 06:02:42.975377,user439@example.com
440,2024-12-31 06:02:42.975377,user440@example.com
441,2024-11-22 06:02:42.975377,user441@example.com
442,2025-10-29 06:02:42.975377,user442@example.com
443,2026-01-08 06:02:42.975377,user443@example.com
444,2024-04-06 06:02:42.975377,user444@example.com
445,2024-08-20 06:02:42.975377,user445@example.com
446,2024-11-13 06:02:42.975377,user446@example.com
447,2025-10-19 06:02:42.975377,user447@example.com
448,2026-02-21 06:02:42.975377,user448@example.com
449,2026-02-09 06:02:42.975377,user449@example.com
450,2025-12-24 06:02:42.975377,user450@example.com
451,2024-10-06 06:02:42.975377,user451@example.com
452,2026-02-26 06:02:42.975377,user452@example.com
453,2024-09-02 06:02:42.975377,user453@example.com
454,2024-05-20 06:02:42.975377,user454@example.com
455,2026-01-27 06:02:42.975377,user455@example.com
456,2024-08-21 06:02:42.975377,user456@example.com
457,2025-07-20 06:02:42.975377,user457@example.com
458,2024-04-15 06:02:42.975377,user458@example.com
459,2025-08-19 06:02:42.975377,user459@example.com
460,2025-12-07 06:02:42.975377,user460@example.com
461,2024-09-18 06:02:42.975377,user461@example.com
462,2024-12-05 06:02:42.975377,user462@example.com
463,2024-12-02 06:02:42.975377,user463@example.com
464,2025-09-01 06:02:42.975377,user464@example.com
465,2024-08-24 06:02:42.975377,user465@example.com
466,2024-07-07 06:02:42.975377,user466@example.com
467,2025-01-25 06:02:42.975377,user467@example.com
468,2024-10-12 06:02:42.975377,user468@example.com
469,2025-11-06 06:02:42.975377,user469@example.com
470,2024-08-24 06:02:42.975377,user470@example.com
471,2025-03-05 06:02:42.975377,user471@example.com
472,2026-01-21 06:02:42.975377,user472@example.com
473,2025-06-09 06:02:42.975377,user473@example.com
474,2025-11-27 06:02:42.975377,user474@example.com
475,2026-01-19 06:02:42.975377,user475@example.com
476,2025-09-03 06:02:42.975377,user476@example.com
477,2025-07-27 06:02:42.975377,user477@example.com
478,2026-02-08 06:02:42.975377,user478@example.com
479,2026-02-27 06:02:42.975377,user479@example.com
480,2025-01-27 06:02:42.975377,user480@example.com
481,2024-04-24 06:02:42.975377,user481@example.com
482,2024-10-03 06:02:42.975377,user482@example.com
483,2024-06-23 06:02:42.975377,user483@example.com
484,2025-01-02 06:02:42.975377,user484@example.com
485,2024-06-07 06:02:42.975377,user485@example.com
486,2025-05-19 06:02:42.975377,user486@example.com
487,2024-12-08 06:02:42.975377,user487@example.com
488,2025-12-17 06:02:42.975377,user488@example.com
489,2026-02-08 06:02:42.975377,user489@example.com
490,2025-04-07 06:02:42.975377,user490@example.com
491,2024-09-20 06:02:42.975377,user491@example.com
492,2025-05-10 06:02:42.975377,user492@example.com
493,2025-12-18 06:02:42.975377,user493@example.com
494,2024-12-25 06:02:42.975377,user494@example.com
495,2025-04-11 06:02:42.975377,user495@example.com
496,2024-09-18 06:02:42.975377,user496@example.com
497,2025-01-30 06:02:42.975377,user497@example.com
498,2024-12-22 06:02:42.975377,user498@example.com
499,2024-09-01 06:02:42.975377,user499@example.com
500,2025-03-08 06:02:42.975377,user500@example.com
501,2024-10-16 06:02:42.975377,user501@example.com
502,2024-12-01 06:02:42.975377,user502@example.com
503,2025-03-22 06:02:42.975377,user503@example.com
504,2025-09-02 06:02:42.975377,user504@example.com
505,2024-11-02 06:02:42.975377,user505@example.com
506,2026-01-07 06:02:42.975377,user506@example.com
507,2025-11-23 06:02:42.975377,user507@example.com
508,2024-04-08 06:02:42.975377,user508@example.com
509,2024-09-05 06:02:42.975377,user509@example.com
510,2025-01-23 06:02:42.975377,user510@example.com
511,2024-05-19 06:02:42.975377,user511@example.com
512,2024-11-13 06:02:42.975377,user512@example.com
513,2025-08-26 06:02:42.975377,user513@example.com
514,2025-07-13 06:02:42.975377,user514@example.com
515,2025-06-01 06:02:42.975377,user515@example.com
516,2025-08-04 06:02:42.975377,user516@example.com
517,2024-07-31 06:02:42.975377,user517@example.com
518,2024-11-08 06:02:42.975377,user518@example.com
519,2025-07-10 06:02:42.975377,user519@example.com
520,2025-12-05 06:02:42.975377,user520@example.com
521,2025-04-04 06:02:42.975377,user521@example.com
522,2024-09-26 06:02:42.975377,user522@example.com
523,2024-03-26 06:02:42.975377,user523@example.com
524,2025-08-04 06:02:42.975377,user524@example.com
525,2024-03-09 06:02:42.975377,user525@example.com
526,2024-12-01 06:02:42.975377,user526@example.com
527,2025-03-26 06:02:42.975377,user527@example.com
528,2026-01-06 06:02:42.975377,user528@example.com
529,2024-05-08 06:02:42.975377,user529@example.com
530,2024-12-25 06:02:42.975377,user530@example.com
531,2024-03-21 06:02:42.975377,user531@example.com
532,2024-11-09 06:02:42.975377,user532@example.com
533,2025-06-01 06:02:42.975377,user533@example.com
534,2024-09-23 06:02:42.975377,user534@example.com
535,2024-08-04 06:02:42.975377,user535@example.com
536,2024-05-27 06:02:42.975377,user536@example.com
537,2025-04-29 06:02:42.975377,user537@example.com
538,2025-07-24 06:02:42.975377,user538@example.com
539,2025-07-07 06:02:42.975377,user539@example.com
540,2026-01-25 06:02:42.975377,user540@example.com
541,2024-03-05 06:02:42.975377,user541@example.com
542,2025-06-19 06:02:42.975377,user542@example.com
543,2025-05-16 06:02:42.975377,user543@example.com
544,2025-05-07 06:02:42.975377,user544@example.com
545,2026-02-04 06:02:42.975377,user545@example.com
546,2024-03-16 06:02:42.975377,user546@example.com
547,2025-07-25 06:02:42.975377,user547@example.com
548,2025-10-18 06:02:42.975377,user548@example.com
549,2025-03-11 06:02:42.975377,user549@example.com
550,2024-11-02 06:02:42.975377,user550@example.com
551,2025-10-02 06:02:42.975377,user551@example.com
552,2024-05-13 06:02:42.975377,user552@example.com
553,2025-01-20 06:02:42.975377,user553@example.com
554,2025-03-18 06:02:42.975377,user554@example.com
555,2025-07-23 06:02:42.975377,user555@example.com
556,2024-05-09 06:02:42.975377,user556@example.com
557,2024-08-17 06:02:42.975377,user557@example.com
558,2024-12-28 06:02:42.975377,user558@example.com
